MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
538007622,2021-02-18 04:53:36,34.31795,-122.59508,19.6,264.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 04:54:37,34.31743,-122.60187,19.6,265.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 04:55:38,34.31683,-122.60838,19.6,264.0,266.0,,,,,0,,,,,A
538007622,2021-02-18 04:56:39,34.31633,-122.615,19.6,264.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 04:57:41,34.31571,-122.62197,19.7,264.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 04:58:42,34.31513,-122.62855,19.8,264.0,266.0,,,,,0,,,,,A
538007622,2021-02-18 04:59:43,34.31452,-122.63537,19.8,264.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 04:59:59,34.31438,-122.63714,19.9,265.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 05:01:00,34.31385,-122.64376,19.8,264.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 05:02:01,34.3133,-122.65063,19.9,265.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 05:03:02,34.31277,-122.65726,19.9,264.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 05:04:03,34.31217,-122.664,19.9,264.0,266.0,,,,,0,,,,,A
538007622,2021-02-18 05:06:00,34.31163,-122.67031,19.9,264.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 05:07:39,34.31066,-122.68136,19.9,265.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 05:08:49,34.31005,-122.6891,19.9,264.0,266.0,,,,,0,,,,,A
538007622,2021-02-18 05:09:50,34.30874,-122.70235,19.8,263.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 05:10:51,34.30807,-122.70912,19.7,263.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 05:11:53,34.30746,-122.71592,19.8,264.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 05:12:54,34.30687,-122.72255,19.9,264.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 05:13:55,34.30635,-122.72944,20.0,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 05:14:57,34.30583,-122.73634,20.0,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 05:15:58,34.30528,-122.74304,20.1,264.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 05:16:59,34.30473,-122.74999,20.2,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 05:18:01,34.3042,-122.75696,20.2,265.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:19:02,34.3037,-122.76371,20.2,265.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:20:04,34.30319,-122.77068,20.2,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 05:21:05,34.30266,-122.77764,20.1,265.0,270.0,,,,,0,,,,,A
538007622,2021-02-18 05:22:06,34.30229,-122.78439,20.2,266.0,270.0,,,,,0,,,,,A
538007622,2021-02-18 05:23:07,34.30179,-122.79136,20.2,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 05:24:09,34.30121,-122.79831,20.2,265.0,270.0,,,,,0,,,,,A
538007622,2021-02-18 05:25:39,34.30102,-122.80169,20.2,266.0,270.0,,,,,0,,,,,A
538007622,2021-02-18 05:26:42,34.30014,-122.81543,20.2,265.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:27:44,34.29966,-122.82242,20.2,265.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:28:46,34.29918,-122.82939,20.3,265.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:30:00,34.29909,-122.83097,20.3,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:31:01,34.29818,-122.84474,20.2,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:32:02,34.2978,-122.85153,20.3,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:34:01,34.29738,-122.85829,20.2,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:35:04,34.2964,-122.87196,20.3,265.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:36:05,34.29588,-122.87893,20.2,264.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 05:37:07,34.29535,-122.88591,20.3,265.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:38:09,34.29493,-122.89291,20.2,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:39:12,34.29453,-122.89991,20.2,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:40:14,34.29418,-122.90688,20.2,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:42:01,34.29386,-122.91228,20.2,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:43:04,34.29301,-122.92595,20.1,266.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 05:44:05,34.29263,-122.93292,20.1,267.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:45:07,34.29233,-122.93983,20.1,267.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:46:08,34.29195,-122.94662,20.1,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 05:47:09,34.29151,-122.95358,20.1,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:48:12,34.29112,-122.96054,20.1,267.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:49:13,34.29077,-122.96753,20.2,267.0,270.0,,,,,0,,,,,A
538007622,2021-02-18 05:50:15,34.2905,-122.9745,20.3,267.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:51:17,34.29005,-122.98151,20.2,266.0,270.0,,,,,0,,,,,A
538007622,2021-02-18 05:52:18,34.28974,-122.98827,20.2,267.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:53:19,34.28937,-122.99525,20.2,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:54:20,34.28897,-123.00201,20.2,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:55:21,34.28854,-123.00897,20.2,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:56:22,34.28814,-123.0157,20.2,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:57:23,34.28772,-123.02262,19.9,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:58:26,34.28733,-123.02948,19.9,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:59:28,34.28694,-123.03632,19.7,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 05:59:59,34.28675,-123.03986,19.8,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 06:01:02,34.28636,-123.04671,19.8,266.0,270.0,,,,,0,,,,,A
538007622,2021-02-18 06:02:03,34.28601,-123.05352,19.7,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 06:03:05,34.28564,-123.06033,19.7,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 06:04:06,34.28527,-123.06697,19.9,266.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:05:59,34.28492,-123.07296,19.8,266.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 06:07:01,34.28418,-123.08646,19.9,266.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:08:03,34.28374,-123.09335,19.9,265.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 06:09:04,34.2832,-123.09999,19.9,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:10:05,34.28276,-123.10686,19.9,266.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:11:06,34.28231,-123.11351,19.9,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:12:07,34.28181,-123.12038,20.0,264.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:13:08,34.28131,-123.12705,20.0,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:14:49,34.28101,-123.13172,19.9,266.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:15:52,34.28004,-123.14533,20.1,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:16:53,34.27958,-123.15229,20.1,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:17:57,34.27917,-123.15933,20.0,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:19:01,34.27905,-123.15989,20.0,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:20:02,34.27819,-123.17331,20.1,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:21:04,34.27775,-123.18024,20.1,266.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:22:49,34.27736,-123.18536,20.0,265.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:23:52,34.27654,-123.19897,20.1,266.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:24:53,34.27612,-123.20568,20.1,266.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:25:56,34.27568,-123.21284,20.1,266.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:26:57,34.27533,-123.21967,20.1,267.0,269.0,,,,,0,,,,,A
538007622,2021-02-18 06:27:59,34.27501,-123.22671,20.0,266.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:29:00,34.27466,-123.23343,20.1,266.0,268.0,,,,,0,,,,,A
538007622,2021-02-18 06:30:02,34.27421,-123.24039,20.1,265.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 06:31:04,34.27368,-123.24735,20.2,265.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 06:32:06,34.27315,-123.2543,20.1,264.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 06:34:00,34.27269,-123.26037,20.2,265.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 06:35:23,34.27142,-123.27649,20.1,264.0,267.0,,,,,0,,,,,A
538007622,2021-02-18 06:36:27,34.27083,-123.2835,20.2,264.0,267.0,,,,,0,,,,,A
215346000,2021-02-18 17:05:28,34.82742,-123.46433,17.7,101.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:06:34,34.82625,-123.45781,17.7,101.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:07:40,34.82516,-123.45151,17.5,101.3,100.0,,,,,0,,,,,A
215346000,2021-02-18 17:08:46,34.82416,-123.44511,17.5,100.4,100.0,,,,,0,,,,,A
215346000,2021-02-18 17:09:52,34.82316,-123.43866,17.4,99.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:10:58,34.82211,-123.43242,17.4,101.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:12:04,34.82098,-123.426,17.4,101.9,102.0,,,,,0,,,,,A
215346000,2021-02-18 17:13:10,34.81984,-123.41967,17.3,102.2,102.0,,,,,0,,,,,A
215346000,2021-02-18 17:14:16,34.81871,-123.41347,17.3,101.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:15:22,34.81757,-123.40706,17.3,101.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:16:28,34.81645,-123.40075,17.4,102.5,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:17:34,34.81533,-123.39446,17.4,102.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:18:41,34.81422,-123.38809,17.3,102.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:19:47,34.81316,-123.38182,17.3,101.8,100.0,,,,,0,,,,,A
215346000,2021-02-18 17:20:53,34.81208,-123.37551,17.3,102.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:21:58,34.81098,-123.36921,17.4,102.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:23:05,34.80993,-123.363,17.3,100.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:24:10,34.8089,-123.35671,17.2,101.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:25:16,34.80787,-123.3503,17.2,100.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:26:22,34.80685,-123.34411,17.1,101.5,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:27:28,34.80576,-123.33728,17.1,100.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:28:29,34.80494,-123.33203,17.2,100.3,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:29:34,34.80401,-123.32586,17.1,100.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:30:40,34.80294,-123.31893,17.1,100.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:31:46,34.80203,-123.31319,17.1,101.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:32:53,34.80106,-123.30696,17.2,101.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:33:58,34.80012,-123.30068,17.2,101.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:35:04,34.79922,-123.2944,17.2,99.6,100.0,,,,,0,,,,,A
215346000,2021-02-18 17:36:11,34.79834,-123.28809,17.2,99.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:37:17,34.79743,-123.28179,17.2,99.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:38:22,34.79647,-123.27552,17.2,101.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:39:28,34.79551,-123.26932,17.2,100.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:40:35,34.79451,-123.26293,17.2,100.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:41:40,34.79355,-123.25673,17.2,100.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:42:46,34.79257,-123.25043,17.3,100.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:43:52,34.79159,-123.24413,17.2,100.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:44:59,34.79057,-123.23771,17.3,100.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:46:05,34.7896,-123.2314,17.3,100.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:47:10,34.78862,-123.22517,17.3,100.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:48:16,34.78763,-123.21883,17.3,100.1,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:49:22,34.78667,-123.21249,17.3,100.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:50:28,34.78568,-123.20605,17.3,100.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:51:34,34.78471,-123.19979,17.3,100.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:52:41,34.78374,-123.19336,17.3,99.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:53:46,34.78279,-123.18713,17.3,100.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:54:53,34.78182,-123.18071,17.3,100.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:55:58,34.78086,-123.17448,17.3,100.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:57:04,34.77985,-123.16808,17.3,101.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:58:10,34.77886,-123.16186,17.2,100.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 17:59:16,34.77789,-123.15554,17.2,100.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:00:04,34.77717,-123.15095,17.2,100.5,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:01:11,34.77615,-123.14452,17.2,100.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:02:16,34.77513,-123.13835,17.2,101.3,102.0,,,,,0,,,,,A
215346000,2021-02-18 18:03:23,34.77409,-123.13209,17.2,101.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:04:28,34.77302,-123.12585,17.2,101.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:05:34,34.77189,-123.11923,17.1,100.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:06:40,34.77092,-123.11334,17.1,101.1,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:07:41,34.76997,-123.10758,17.2,100.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:08:46,34.76897,-123.10144,17.1,100.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:09:52,34.76798,-123.09521,17.1,101.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:10:58,34.76697,-123.08886,17.1,100.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:11:59,34.76606,-123.08321,17.0,101.5,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:13:05,34.76503,-123.07698,17.0,101.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:14:11,34.76397,-123.07078,17.0,101.9,102.0,,,,,0,,,,,A
215346000,2021-02-18 18:15:16,34.76293,-123.06468,17.0,101.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:16:22,34.76188,-123.05848,17.1,101.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:17:28,34.76084,-123.05218,17.0,101.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:18:34,34.75985,-123.04605,17.0,101.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:19:40,34.75885,-123.03984,17.0,101.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:20:47,34.75781,-123.03355,17.0,100.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:21:53,34.75673,-123.02736,17.0,100.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:22:58,34.75569,-123.02125,17.0,101.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:24:04,34.7546,-123.01445,17.0,101.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:25:10,34.75357,-123.00833,17.1,101.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:26:16,34.75252,-123.00203,17.2,101.1,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:27:22,34.75152,-122.99626,17.1,101.3,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:28:29,34.75047,-122.99007,17.1,101.1,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:29:34,34.74937,-122.98339,17.1,101.5,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:30:40,34.74837,-122.97716,17.1,100.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:31:46,34.74731,-122.97088,17.1,101.5,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:32:52,34.74635,-122.96476,17.1,100.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:33:58,34.7454,-122.95884,17.1,100.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:35:04,34.74439,-122.95272,17.1,100.3,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:36:10,34.74335,-122.94641,17.1,100.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:37:17,34.74233,-122.94021,17.1,101.5,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:38:22,34.74132,-122.9341,17.1,101.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:39:29,34.7403,-122.92777,17.1,101.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:40:34,34.73928,-122.92154,17.1,101.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:41:40,34.73823,-122.91542,17.1,101.1,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:42:46,34.7372,-122.90919,17.1,100.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:43:52,34.73616,-122.90294,17.1,101.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:44:53,34.73517,-122.89717,17.1,100.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:45:59,34.73409,-122.89091,17.1,101.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:47:05,34.73304,-122.88466,17.1,101.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:48:10,34.73198,-122.87852,17.1,101.3,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:49:16,34.73087,-122.87219,17.1,101.3,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:50:22,34.7298,-122.86606,17.1,101.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:51:29,34.72873,-122.85971,17.2,101.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:52:34,34.7277,-122.85345,17.2,100.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:53:41,34.72666,-122.8472,17.2,101.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:54:46,34.72562,-122.84095,17.1,101.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:55:53,34.72459,-122.83472,17.1,100.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:56:59,34.72354,-122.82848,17.1,101.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:58:04,34.7225,-122.82225,17.1,100.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 18:59:10,34.72149,-122.81611,17.1,100.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:00:04,34.72065,-122.81101,17.2,101.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:01:10,34.71962,-122.80475,17.2,101.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:02:16,34.71858,-122.79849,17.1,100.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:03:23,34.71756,-122.79215,17.1,101.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:04:28,34.71654,-122.78591,17.1,101.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:05:29,34.71561,-122.78023,17.1,101.1,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:06:34,34.71459,-122.77409,17.1,100.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:07:40,34.71352,-122.76778,17.1,101.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:08:46,34.71247,-122.76165,17.1,101.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:09:53,34.71137,-122.75534,17.1,102.1,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:10:58,34.71032,-122.74912,17.1,101.1,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:12:04,34.70929,-122.74299,17.1,101.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:13:10,34.7082,-122.73666,17.1,101.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:14:17,34.70714,-122.73044,17.1,102.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:15:23,34.70609,-122.7242,17.1,102.0,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:16:28,34.70501,-122.71797,17.1,101.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:17:35,34.70391,-122.71165,17.1,102.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:18:40,34.70285,-122.70551,17.2,102.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:19:46,34.70179,-122.69928,17.1,101.5,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:20:52,34.70077,-122.69313,17.2,102.3,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:21:58,34.69972,-122.68689,17.1,102.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:23:04,34.69862,-122.68067,17.1,102.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:24:11,34.69749,-122.67436,17.1,102.8,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:25:16,34.69642,-122.66825,17.1,102.5,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:26:22,34.69532,-122.66193,17.2,101.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:27:29,34.69425,-122.65569,17.2,102.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:28:34,34.69316,-122.64953,17.2,102.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:29:40,34.69189,-122.64268,17.2,103.1,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:30:46,34.69082,-122.63702,17.2,103.1,102.0,,,,,0,,,,,A
215346000,2021-02-18 19:31:52,34.68966,-122.63092,17.1,102.2,102.0,,,,,0,,,,,A
215346000,2021-02-18 19:32:58,34.68838,-122.62418,17.1,103.1,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:34:04,34.68733,-122.6185,17.1,102.5,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:35:10,34.68619,-122.61233,17.1,102.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:36:16,34.68504,-122.60615,17.0,103.1,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:37:23,34.68384,-122.59988,17.0,103.6,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:38:28,34.68265,-122.59381,17.1,103.3,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:39:34,34.68143,-122.58754,17.1,103.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:40:40,34.68027,-122.58147,17.0,102.5,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:41:46,34.67908,-122.57521,17.0,102.5,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:42:52,34.67795,-122.56904,17.0,102.8,100.0,,,,,0,,,,,A
215346000,2021-02-18 19:43:58,34.67683,-122.56298,17.0,103.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:45:05,34.67548,-122.55618,17.1,103.4,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:46:11,34.6742,-122.54992,17.1,102.9,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:47:16,34.67308,-122.54446,17.1,104.2,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:48:22,34.67187,-122.5383,17.0,103.7,101.0,,,,,0,,,,,A
215346000,2021-02-18 19:49:28,34.67065,-122.53203,17.0,104.0,101.0,,,,,0,,,,,A
